Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3946,Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0,0,0.11
3947,Home Run King,GC,2002,Sports,Sega,0.09,0.02,0,0,0.11
3948,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,0,0,0.11,0,0.11
3949,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0,0,0.11,0,0.11
3950,Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.1,0.01,0,0.01,0.11
3951,Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft,0.08,0.03,0,0,0.11
3952,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.03,0.11
3953,The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11
3954,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0,0,0.11
3955,XXX,GBA,2002,Action,Activision,0.08,0.03,0,0,0.11
3956,The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.07,0,0.02,0.11
3957,NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01,0.11
3958,Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11
3959,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0,0,0.11
3960,Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,0,0,0.11,0,0.11
3961,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11
3962,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
3963,EA Replay,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.11
3964,Lunacy,SAT,1996,Adventure,Sega,0,0,0.11,0,0.11
3965,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0,0,0.11
3966,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0,0,0.11
3967,Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.07,0,0.02,0.11
3968,Planet 51,X360,2009,Action,Sega,0.07,0.03,0,0.01,0.11
3969,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11
3970,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0,0,0.11,0,0.11
3971,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.11,0,0.11
3972,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.01,0,0.01,0.11
3973,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.05,0.04,0,0.02,0.11
3974,X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0,0,0.11
3975,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.11
3976,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,0,0,0.11,0,0.11
3977,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0,0.02,0.11
3978,Shining Ark,PSP,2013,Role-Playing,Sega,0,0,0.11,0,0.11
3979,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01,0.11
3980,Winter Heat,SAT,1996,Sports,Sega,0,0,0.11,0,0.11
3981,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0,0,0.11
3982,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
3983,Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0,0.01,0.11
3984,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
3985,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.11
3986,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0,0,0.11,0,0.11
3987,X-Men: Destiny,Wii,2011,Action,Activision,0.08,0.02,0,0.01,0.11
3988,Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0.11,0,0.11
3989,Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0,0.02,0.11
3990,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0,0.01,0.11
3991,Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.06,0.03,0,0.01,0.11
3992,The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11
3993,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0,0,0.11
3994,Science Papa,DS,2009,Misc,Activision,0.09,0.01,0,0.01,0.11
3995,Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11
3996,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11
3997,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,0,0,0.11,0,0.11
3998,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11
3999,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11
4000,Big League Sports: Summer,DS,2009,Sports,Activision,0.1,0,0,0.01,0.11
4001,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.07,0.03,0,0.01,0.11
4002,Sakura Wars,DC,2000,Adventure,Sega,0,0,0.11,0,0.11
4003,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0,0,0.11,0,0.11
4004,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0,0,0.11
4005,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
4006,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.11
4007,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
4008,Virtual Hydlide,SAT,1995,Role-Playing,Sega,0,0,0.11,0,0.11
4009,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.11
4010,Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0,0,0.11
4011,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0,0,0.01,0.11
4012,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0,0,0.11
4013,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0,0,0.01,0.11
4014,Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.07,0.02,0.02,0.11
4015,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0,0,0.11
4016,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.1,0,0,0.01,0.1
4017,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1
4018,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1
4019,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01,0.1
4020,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1
4021,The Smurfs 2,Wii,2013,Platform,Ubisoft,0,0.09,0,0.01,0.1
4022,Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1
4023,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1
4024,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1
4025,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0,0.01,0.1
4026,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0,0,0.1
4027,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,0.1,0,0.1
4028,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1
4029,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.1,0,0,0.01,0.1
4030,PictoImage,DS,2007,Puzzle,Sega,0.1,0,0,0.01,0.1
4031,Rome: Total War,PC,2004,Strategy,Activision,0,0.08,0,0.02,0.1
4032,Shrek: Forever After,X360,2010,Platform,Activision,0.09,0,0,0.01,0.1
4033,Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1
4034,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0,0.01,0.1
4035,Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0,0.01,0.1
4036,Culdcept DS,DS,2008,Strategy,Sega,0,0,0.1,0,0.1
4037,Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1
4038,FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1
4039,Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,0.08,0.01,0,0.01,0.1
4040,Blue Stinger,DC,1999,Adventure,Activision,0,0,0.1,0,0.1
4041,Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1
4042,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1
4043,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1
4044,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1
4045,Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1
4046,World Snooker Championship 2007,PS3,2007,Sports,Sega,0,0.1,0,0,0.1
4047,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1
4048,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,0.1
4049,Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0,0,0.1
4050,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1
4051,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1
4052,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
4053,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.01,0.1
4054,Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0,0,0.1
4055,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0,0,0.1
4056,Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.1,0,0.01,0.1
4057,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1
4058,[Prototype 2],PC,2012,Action,Activision,0.07,0.02,0,0.01,0.1
4059,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1
4060,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1
4061,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0,0,0.1
4062,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1
4063,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1
4064,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01,0.1
4065,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0,0,0.01,0.1
4066,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1
4067,SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0,0,0.01,0.1
4068,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1
4069,Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1
4070,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0,0.1
4071,Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0,0,0.1
4072,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1
4073,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1
4074,Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,0.07,0.03,0,0,0.1
4075,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0,0,0.1
4076,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1
4077,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
4078,LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0,0.01,0.1
4079,Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0,0.1
4080,Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,0.1,0,0.1
4081,Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1
4082,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1
4083,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0,0,0.1,0,0.1
4084,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
4085,Initial D: Street Stage,PSP,2006,Racing,Sega,0,0,0.1,0,0.1
4086,Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0,0.01,0.1
4087,Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft,0.09,0,0,0.01,0.1
4088,CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0,0.01,0.1
4089,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0,0,0.1,0,0.1
4090,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1
4091,Project FIFA World Cup,PS2,2002,Sports,Electronic Arts,0,0,0.1,0,0.1
4092,Rocky: Legends,XB,2004,Action,Ubisoft,0.07,0.02,0,0,0.1
4093,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
4094,iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1
4095,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0,0.08,0,0.01,0.1
4096,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.1,0,0.1
4097,Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.09,0,0,0.01,0.1
4098,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0,0.01,0.1
4099,MTX Mototrax,XB,2004,Racing,Activision,0.07,0.02,0,0,0.1
4100,Blast Chamber,PS,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1
4101,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0,0.01,0.1
4102,Rapala Pro Bass Fishing 2010,DS,2010,Sports,Activision,0.09,0,0,0.01,0.1
4103,Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0,0,0.09,0,0.1
4104,Major League Baseball 2K11,DS,2011,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
4105,Shining Force EXA,PS2,2007,Role-Playing,Sega,0,0,0.1,0,0.1
4106,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0,0,0.01,0.1
4107,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1
4108,NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0,0,0.01,0.1
4109,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0,0.01,0.1
4110,Touch Mechanic,DS,2008,Simulation,Nintendo,0.09,0,0,0.01,0.1
4111,Mind Quiz,PSP,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
4112,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.09,0,0,0.01,0.1
4113,Imagine: Reporter,DS,2010,Simulation,Ubisoft,0.08,0.01,0,0.01,0.1
4114,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0,0,0.1
4115,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1
4116,Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0,0.01,0.09
4117,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0,0,0.09
4118,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.07,0.02,0,0,0.09
4119,Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,0,0.08,0,0.02,0.09
4120,Big League Sports: Summer,Wii,2009,Sports,Activision,0.09,0,0,0.01,0.09
4121,Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0,0.01,0.09
4122,Medieval II: Total War,PC,2006,Strategy,Sega,0,0.08,0,0.02,0.09
4123,Monopoly Collection,Wii,2011,Misc,Electronic Arts,0.02,0.07,0,0.01,0.09
4124,FIFA Street 3,DS,2008,Sports,Electronic Arts,0.07,0.02,0,0.01,0.09
4125,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0,0.01,0.09
4126,Terranigma,SNES,1995,Role-Playing,Nintendo,0,0,0.09,0,0.09
4127,The Voice,WiiU,2014,Action,Activision,0.08,0,0,0.01,0.09
4128,Cabela's North American Adventures,PSP,2010,Sports,Activision,0.08,0,0,0.01,0.09
4129,Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0,0.01,0.09
4130,Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0,0.01,0.09
4131,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0,0,0.09,0,0.09
4132,The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,0.05,0.03,0,0.01,0.09
4133,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
4134,Freekstyle,GC,2002,Racing,Electronic Arts,0.07,0.02,0,0,0.09
4135,Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09
4136,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0,0,0.09,0,0.09
4137,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.05,0.04,0,0.01,0.09
4138,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0,0.01,0.09
4139,Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0,0.01,0.09
4140,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0,0,0.09,0,0.09
4141,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0,0,0.01,0.09
4142,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.01,0,0.01,0.09
4143,Cabela's Big Game Hunter,GBA,2002,Sports,Activision,0.07,0.02,0,0,0.09
4144,Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.07,0.01,0,0.01,0.09
4145,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,0.05,0.03,0,0.01,0.09
4146,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09
4147,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0,0.01,0.09
4148,NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.02,0.06,0,0.01,0.09
4149,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0,0,0.01,0.09
4150,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0,0.01,0.09
4151,Black & White 2,PC,2005,Strategy,Electronic Arts,0.01,0.07,0,0.01,0.09
4152,GripShift,PSP,2005,Racing,Ubisoft,0.08,0,0,0.01,0.09
4153,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.02,0,0.01,0.09
4154,Dora's Big Birthday Adventure,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0,0.01,0.09
4155,Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0,0,0.09
4156,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0,0.01,0.09
4157,Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09
4158,Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive,0.07,0.02,0,0,0.09
4159,FIFA 2001: Major League Soccer,PS2,2000,Sports,Electronic Arts,0,0,0.09,0,0.09
4160,Pokemon Rumble World,3DS,2015,Action,Nintendo,0,0.01,0.08,0,0.09
4161,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0,0.02,0.09
4162,Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,0.09,0,0.09
4163,Disney Art Academy,3DS,2016,Action,Nintendo,0.01,0.01,0.07,0,0.09
4164,NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0,0.09
4165,Sega Casino,DS,2005,Misc,Sega,0.08,0,0,0.01,0.09
4166,Doraemon: Nobita to Midori no Kyojinden DS,DS,2008,Platform,Sega,0,0,0.09,0,0.09
4167,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,Sega,0,0,0.09,0,0.09
4168,Rugby 2005,PS2,2005,Sports,Electronic Arts,0.04,0.03,0,0.01,0.09
4169,Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,0.06,0.02,0,0.01,0.09
4170,Golden Nugget 64,N64,1998,Misc,Electronic Arts,0.07,0.02,0,0,0.09
4171,Batman Beyond: Return of the Joker,N64,2000,Action,Ubisoft,0.07,0.02,0,0,0.09
4172,Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo,0,0.08,0,0.01,0.09
4173,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,Activision,0.06,0.02,0,0,0.09
4174,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0,0,0.01,0.09
4175,Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09
4176,Scrabble,PSP,2009,Misc,Electronic Arts,0.08,0,0,0.01,0.09
4177,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.02,0.09
4178,MLB Superstars,Wii,2008,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
4179,Clockwork Knight,SAT,1994,Platform,Sega,0,0,0.09,0,0.09
4180,The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.08,0,0,0.01,0.09
4181,Burnout Paradise: The Ultimate Box,PS3,2009,Racing,Electronic Arts,0,0.06,0.01,0.02,0.09
4182,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0,0.01,0.09
4183,Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.06,0.02,0,0.01,0.09
4184,Crysis: Maximum Edition,PC,2009,Shooter,Electronic Arts,0,0.07,0,0.02,0.09
4185,Wacky World of Sports,Wii,2009,Sports,Sega,0.08,0,0,0.01,0.09
4186,Kurikin: Nano Island Story,DS,2007,Role-Playing,Nintendo,0,0,0.09,0,0.09
4187,Sniper Elite,XB,2005,Shooter,Ubisoft,0.07,0.02,0,0,0.09
4188,The Weakest Link,PS,2001,Misc,Activision,0.05,0.03,0,0.01,0.09
4189,Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.08,0,0,0.01,0.09
4190,Major League Baseball 2K12,PSP,2012,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
4191,MLB 2K9 Fantasy All-Stars,DS,2009,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
4192,Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0,0,0.01,0.09
4193,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.04,0,0.01,0.09
4194,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,Ubisoft,0.07,0.01,0,0.01,0.09
4195,Ford Racing 3,XB,2004,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09
4196,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0,0,0.09
4197,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,Sega,0,0,0.08,0,0.09
4198,SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0,0.01,0.09
4199,Team Elimination Games,Wii,2009,Misc,Ubisoft,0.08,0,0,0.01,0.09
4200,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo,0,0,0.09,0,0.09
4201,Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
4202,Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,Take-Two Interactive,0.06,0.02,0,0,0.09
4203,Midnight Play! Pack,DS,2008,Misc,Ubisoft,0.08,0,0,0.01,0.09
4204,Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft,0,0.08,0,0,0.09
4205,XIII,GC,2003,Shooter,Ubisoft,0.07,0.02,0,0,0.09
4206,Theme Hospital,PS,1998,Strategy,Electronic Arts,0.03,0.02,0.03,0.01,0.09
4207,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.09
4208,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.01,0,0.01,0.09
4209,Charlotte's Web,DS,2006,Action,Sega,0.08,0,0,0.01,0.09
4210,FIFA 12,PS2,2011,Sports,Electronic Arts,0,0.02,0,0.06,0.09
4211,Monster Jam: Urban Assault,PSP,2008,Racing,Activision,0.08,0,0,0.01,0.09
4212,Sega Bass Fishing,DC,1999,Sports,Sega,0,0,0.09,0,0.09
4213,Petz: Saddle Club,PSP,2009,Simulation,Ubisoft,0.08,0,0,0.01,0.09
4214,Just Dance Wii U,WiiU,2014,Misc,Nintendo,0,0,0.09,0,0.09
4215,Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0,0.01,0.09
4216,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08
4217,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,0,0,0.08,0,0.08
4218,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.08,0,0.08
4219,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08
4220,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01,0.08
4221,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08
4222,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,0.08,0,0,0.01,0.08
4223,Theme Park,SAT,1994,Simulation,Electronic Arts,0,0,0.08,0,0.08
4224,Famicom Mini: Mario Bros.,GBA,2004,Platform,Nintendo,0,0,0.08,0,0.08
